movie_id,language,abbrevation
11570,English,en
1541,English,en
150043,English,en
17443,Český,cs
17443,English,en
8469,English,en
27995,English,en
36739,English,en
925,English,en
41823,English,en
1713,English,en
26170,English,en
30547,English,en
54825,English,en
54825,Deutsch,de
13939,Français,fr
13939,English,en
13939,Italiano,it
13939,Deutsch,de
14373,English,en
24873,English,en
26263,English,en
34746,English,en
996,English,en
9079,English,en
9079,Français,fr
9079,Português,pt
1496,English,en
1498,Français,fr
1498,English,en
1497,English,en
1499,English,en
1880,English,en
1880,Pусский,ru
1880,Español,es
33762,English,en
103960,English,en
11690,English,en
29143,English,en
35292,English,en
36652,English,en
801,English,en
104301,English,en
11520,English,en
1879,English,en
2085,English,en
2085,普通话,zh
13539,English,en
16222,English,en
109479,English,en
17078,Azərbaycan,az
17078,فارسی,fa
37722,English,en
75892,Español,es
75892,English,en
33516,English,en
99008,English,en
9960,English,en
3082,English,en
2102,English,en
52961,English,en
12187,English,en
24748,English,en
990,English,en
1908,English,en
1908,Français,fr
1908,Español,es
9764,Pусский,ru
840,हिन्दी,hi
840,English,en
840,Français,fr
840,Español,es
39890,English,en
42237,Français,fr
26689,English,en
25673,English,en
2291,English,en
13531,English,en
16620,English,en
526,English,en
13346,English,en
243,Dansk,da
243,English,en
10501,English,en
11478,English,en
96167,Italiano,it
24212,English,en
6644,English,en
6644,Español,es
41038,English,en
879,English,en
32613,English,en
39406,English,en
85689,English,en
85689,Français,fr
31624,Italiano,it
17529,English,en
40841,English,en
118098,English,en
1793,Deutsch,de
1793,English,en
11327,English,en
11327,Malti,mt
11327,Français,fr
1700,English,en
34322,English,en
34322,Deutsch,de
41659,English,en
593,Pусский,ru
10774,English,en
10774,Deutsch,de
10083,Pусский,ru
10083,English,en
29786,English,en
11356,English,en
10747,English,en
10747,,nv
10747,Español,es
38809,English,en
10559,English,en
20697,English,en
2621,English,en
2621,Italiano,it
10479,العربية,ar
10479,English,en
125709,English,en
49721,English,en
49721,Pусский,ru
2006,English,en
2006,Français,fr
184885,English,en
46625,Español,es
46625,English,en
17339,English,en
17339,Español,es
26879,English,en
11305,English,en
11305,Italiano,it
11305,日本語,ja
48211,English,en
48211,Italiano,it
28975,English,en
13665,English,en
12309,English,en
12309,日本語,ja
1552,English,en
106,English,en
106,Español,es
10333,English,en
11027,English,en
61560,Français,fr
123757,English,en
27197,日本語,ja
10468,English,en
1359,English,en
1359,Español,es
1359,广州话 / 廣州話,cn
4967,עִבְרִית,he
4967,English,en
4967,Español,es
31776,English,en
10557,English,en
10557,Pусский,ru
10557,اردو,ur
27745,English,en
19214,Français,fr
19214,Italiano,it
46686,English,en
71402,English,en
13776,English,en
26291,English,en
10784,English,en
10784,Français,fr
10784,Deutsch,de
10784,עִבְרִית,he
10242,English,en
27857,English,en
16347,Italiano,it
4825,English,en
11654,English,en
10518,English,en
10518,Français,fr
10518,Deutsch,de
10518,Español,es
10518,,yi
11977,English,en
18041,English,en
18041,Italiano,it
14736,English,en
14736,Español,es
3536,English,en
3536,Français,fr
3536,Deutsch,de
3536,Pусский,ru
1443,English,en
10424,English,en
80677,Français,fr
28971,English,en
49096,日本語,ja
310431,English,en
40562,Español,es
40562,English,en
9456,English,en
9456,Deutsch,de
889,English,en
10564,English,en
15723,English,en
19600,English,en
19600,Français,fr
19600,Português,pt
19600,Español,es
125537,English,en
452,Dansk,da
36234,English,en
39283,English,en
65460,English,en
55667,English,en
31978,English,en
12476,English,en
5241,English,en
5241,Pусский,ru
98,English,en
21311,English,en
47724,English,en
47724,Français,fr
11129,English,en
117781,Français,fr
1058,English,en
37112,English,en
42159,English,en
16395,Italiano,it
16395,English,en
5608,Deutsch,de
38925,English,en
13105,English,en
13105,Deutsch,de
13105,Español,es
22501,Français,fr
5491,English,en
5491,Français,fr
10560,English,en
19489,English,en
19489,Italiano,it
19489,Português,pt
19489,Español,es
19419,English,en
23531,Italiano,it
23531,English,en
10688,English,en
17889,English,en
17889,Español,es
18228,English,en
18228,Français,fr
18228,Magyar,hu
80351,English,en
80351,Deutsch,de
18642,English,en
205054,English,en
39391,English,en
18644,English,en
31516,English,en
45827,Français,fr
45827,English,en
5683,English,en
2094,English,en
14906,English,en
14906,Português,pt
16176,Italiano,it
52770,English,en
52770,Italiano,it
12518,English,en
10567,English,en
10642,English,en
9285,English,en
10569,English,en
21879,English,en
98502,English,en
21484,English,en
21484,Français,fr
21484,Deutsch,de
24918,Pусский,ru
24918,English,en
955,English,en
8584,English,en
8584,普通话,zh
8584,Español,es
11332,English,en
11332,Deutsch,de
11332,Italiano,it
11332,日本語,ja
11332,Latin,la
11332,Pусский,ru
16093,English,en
29372,English,en
962,English,en
5483,Italiano,it
21060,English,en
30588,English,en
30588,Italiano,it
668,English,en
668,Deutsch,de
23518,English,en
691,English,en
691,Italiano,it
691,العربية,ar
31353,Français,fr
44018,Français,fr
698,English,en
698,Italiano,it
682,ภาษาไทย,th
682,广州话 / 廣州話,cn
682,English,en
28973,English,en
28974,English,en
40685,English,en
40685,Español,es
22994,English,en
40639,English,en
499,Français,fr
9600,English,en
120077,English,en
38006,English,en
2768,English,en
2768,Français,fr
2768,Deutsch,de
2768,svenska,sv
42002,English,en
42002,Español,es
40365,Español,es
24920,English,en
24920,Italiano,it
21,English,en
10911,English,en
10911,Deutsch,de
10911,ελληνικά,el
10102,Italiano,it
10102,Français,fr
30308,English,en
38688,English,en
38688,Español,es
26912,English,en
26278,English,en
26953,English,en
26954,English,en
26954,Italiano,it
26956,English,en
26956,Deutsch,de
26957,English,en
26958,English,en
26959,English,en
26960,English,en
80287,English,en
6003,English,en
6003,Italiano,it
23939,English,en
46614,Italiano,it
46614,English,en
11072,English,en
11072,Deutsch,de
11072,,yi
23069,English,en
21299,English,en
38802,English,en
13368,English,en
13368,Português,pt
985,English,en
14002,English,en
541,English,en
541,Español,es
21137,English,en
36724,English,en
938,Italiano,it
10648,English,en
10648,Español,es
11368,English,en
10875,English,en
2075,English,en
1551,English,en
1551,Français,fr
1551,Español,es
22500,Français,fr
10246,English,en
19698,English,en
23919,English,en
18835,English,en
26554,English,en
15239,English,en
28165,English,en
28165,日本語,ja
28169,English,en
15762,English,en
169,English,en
865,English,en
9663,English,en
26889,English,en
26889,Español,es
10128,English,en
9659,English,en
8810,English,en
9355,English,en
1727,English,en
635,English,en
635,Français,fr
10068,English,en
11495,English,en
11495,Italiano,it
11428,English,en
10117,English,en
10117,Français,fr
35936,English,en
35936,isiZulu,zu
25562,English,en
51763,English,en
51763,Deutsch,de
73079,English,en
38921,English,en
35463,English,en
9679,English,en
51333,English,en
17771,English,en
17771,Français,fr
31610,English,en
60005,English,en
10264,English,en
31657,English,en
29204,English,en
29204,עִבְרִית,he
29204,Pусский,ru
29204,,yi
17814,English,en
11879,English,en
21128,English,en
482,English,en
592,English,en
31593,English,en
12611,English,en
14328,English,en
14328,Español,es
32047,English,en
32047,Español,es
32047,Italiano,it
9040,English,en
9040,Italiano,it
9040,Español,es
25364,Latin,la
25364,Español,es
25364,English,en
43002,English,en
43002,Español,es
5121,English,en
195,English,en
195,Italiano,it
6978,广州话 / 廣州話,cn
6978,English,en
3133,English,en
3133,Español,es
643,Pусский,ru
10571,English,en
479,English,en
479,Español,es
479,Deutsch,de
7450,English,en
7450,普通话,zh
31023,Català,ca
31023,Latin,la
31023,Español,es
25636,English,en
41160,English,en
47439,Français,fr
7443,English,en
2123,English,en
2123,Deutsch,de
2024,English,en
17711,Pусский,ru
2133,English,en
29946,English,en
25993,English,en
28774,English,en
46929,English,en
11598,English,en
9702,English,en
117026,English,en
117026,Deutsch,de
9873,English,en
16820,Český,cs
16820,English,en
16820,Pусский,ru
14864,English,en
15379,English,en
15379,Tiếng Việt,vi
12764,English,en
12764,Tiếng Việt,vi
27352,English,en
27352,Português,pt
8348,English,en
24099,English,en
17897,العربية,ar
17897,English,en
28050,Italiano,it
16094,English,en
16096,English,en
20343,English,en
13757,English,en
11822,Deutsch,de
90980,English,en
26270,English,en
37744,English,en
494,English,en
493,English,en
12706,English,en
4244,English,en
4247,English,en
20770,English,en
1050,English,en
1050,普通话,zh
1050,Español,es
1052,English,en
20540,English,en
20540,Deutsch,de
20540,Español,es
23655,English,en
1788,English,en
32275,English,en
36657,English,en
44490,English,en
47585,English,en
47585,Français,fr
47585,Italiano,it
1448,English,en
36047,English,en
36047,Français,fr
2655,English,en
12599,日本語,ja
12599,English,en
33828,Français,fr
93,English,en
9278,English,en
90715,English,en
59181,English,en
22167,English,en
18118,English,en
11940,English,en
24167,Deutsch,de
24167,Italiano,it
10276,English,en
19380,English,en
19380,Español,es
13783,Afrikaans,af
13783,English,en
11624,English,en
11624,Italiano,it
15867,English,en
11686,English,en
29263,English,en
29263,Español,es
46754,Norsk,no
18702,English,en
11830,日本語,ja
16110,English,en
16110,Deutsch,de
12107,English,en
10401,Français,fr
10401,ελληνικά,el
10401,Italiano,it
32640,English,en
10641,English,en
6282,English,en
9383,English,en
5551,English,en
43079,English,en
27723,English,en
2360,Français,fr
2360,English,en
28043,Italiano,it
33468,English,en
21866,English,en
21866,Deutsch,de
33408,English,en
11589,English,en
11589,Français,fr
11589,Deutsch,de
15158,English,en
16139,English,en
16146,English,en
26515,English,en
11856,English,en
11856,,lo
13567,English,en
10860,English,en
8420,English,en
8420,Français,fr
18391,English,en
20850,English,en
20850,Deutsch,de
39473,English,en
27452,English,en
77571,English,en
77571,Deutsch,de
38548,English,en
20438,English,en
2211,Deutsch,de
46991,Français,fr
201581,English,en
10391,English,en
14195,English,en
15665,English,en
10393,English,en
18168,English,en
8843,English,en
10643,日本語,ja
23618,English,en
117262,English,en
30946,English,en
37136,English,en
37137,English,en
23283,English,en
3110,English,en
14698,English,en
11694,English,en
47434,English,en
47434,Français,fr
39891,English,en
76891,English,en
9651,English,en
26865,English,en
11398,English,en
26244,English,en
1588,English,en
19150,English,en
19150,Español,es
25128,English,en
25128,Pусский,ru
18153,English,en
41282,English,en
12211,English,en
12211,Français,fr
12211,,gd
137236,English,en
9995,English,en
1698,Deutsch,de
1698,Latin,la
10480,Español,es
10480,English,en
80713,Español,es
10685,Tiếng Việt,vi
10685,English,en
1619,English,en
1619,Français,fr
786,English,en
14805,English,en
51179,Español,es
51179,English,en
46119,English,en
18074,English,en
170767,Français,fr
170767,Español,es
27665,English,en
29015,English,en
10562,English,en
10562,Italiano,it
10562,Español,es
201724,English,en
12212,English,en
14629,Português,pt
14629,English,en
16,English,en
13785,English,en
34299,English,en
22597,English,en
22597,Français,fr
22597,Pусский,ru
19348,English,en
10637,English,en
9003,English,en
9064,English,en
11569,English,en
10434,English,en
10434,Français,fr
10434,Deutsch,de
26484,English,en
39113,English,en
38126,English,en
38126,Français,fr
53617,English,en
469,English,en
469,Magyar,hu
2160,English,en
2160,Français,fr
2161,English,en
3073,English,en
911,English,en
10973,English,en
34077,English,en
10787,English,en
43109,English,en
43109,Español,es
43230,English,en
15855,English,en
9507,English,en
27475,English,en
27764,English,en
27767,English,en
40760,English,en
40446,English,en
24664,English,en
24664,Magyar,hu
21370,English,en
20455,Deutsch,de
20455,English,en
10461,English,en
1485,English,en
1597,English,en
641,English,en
10687,English,en
6521,English,en
10763,English,en
100975,English,en
16888,English,en
10383,English,en
10383,Français,fr
21142,English,en
78140,English,en
2134,English,en
18801,English,en
18498,English,en
28605,English,en
42797,English,en
13465,English,en
27033,English,en
20367,English,en
71,English,en
1636,English,en
1636,Pусский,ru
1636,Español,es
10647,English,en
19204,English,en
19204,Italiano,it
13762,English,en
12207,广州话 / 廣州話,cn
11531,English,en
24100,English,en
24100,Deutsch,de
10783,English,en
47302,English,en
47302,Français,fr
4327,English,en
4327,Deutsch,de
4327,suomi,fi
4327,日本語,ja
4327,广州话 / 廣州話,cn
4958,English,en
9678,English,en
9678,Français,fr
11978,English,en
8870,English,en
77434,English,en
77434,Español,es
77434,Tiếng Việt,vi
77434,,yi
14295,English,en
681,English,en
681,Deutsch,de
11372,Český,cs
11372,English,en
11372,Deutsch,de
11372,Polski,pl
11372,Español,es
8452,English,en
10862,English,en
8871,English,en
34045,English,en
34045,Français,fr
34045,Deutsch,de
16340,English,en
10481,English,en
10867,Italiano,it
10876,English,en
9741,English,en
146,普通话,zh
11849,English,en
11849,Polski,pl
11983,English,en
11678,English,en
11678,اردو,ur
2669,English,en
20721,English,en
20721,Português,pt
2609,English,en
12714,English,en
92603,Español,es
708,English,en
708,العربية,ar
708,Français,fr
708,Deutsch,de
708,Pусский,ru
708,Český,cs
708,Slovenčina,sk
1857,English,en
1857,日本語,ja
10673,English,en
2604,English,en
2604,Español,es
10132,English,en
11064,English,en
107,English,en
107,Pусский,ru
40820,English,en
392,English,en
392,Français,fr
8859,English,en
8859,Français,fr
8859,日本語,ja
11688,English,en
12509,English,en
3981,English,en
3981,Français,fr
711,English,en
2046,English,en
5001,Español,es
5001,English,en
8358,Pусский,ru
8358,English,en
5994,English,en
25520,English,en
25520,Français,fr
1493,English,en
1493,Español,es
1493,Français,fr
1493,Pусский,ru
25660,한국어/조선말,ko
134,English,en
62677,English,en
21991,Italiano,it
21991,English,en
10577,English,en
21355,English,en
21355,Español,es
29122,English,en
11973,English,en
11973,Pусский,ru
1900,Español,es
1900,English,en
44853,English,en
10873,English,en
10873,Deutsch,de
26719,English,en
31583,English,en
15739,English,en
15413,English,en
2623,English,en
11209,Český,cs
11209,English,en
11209,Español,es
13715,English,en
19108,English,en
8043,English,en
8043,Français,fr
43258,English,en
10655,English,en
75490,English,en
42261,English,en
42261,Deutsch,de
34794,English,en
9989,English,en
18828,English,en
9816,English,en
20637,English,en
5955,English,en
125498,English,en
77825,普通话,zh
220976,English,en
66599,English,en
17474,English,en
11191,English,en
11191,Français,fr
2613,Nederlands,nl
2613,English,en
22021,English,en
22048,English,en
17006,English,en
26333,English,en
16723,English,en
2018,English,en
31768,English,en
47595,Français,fr
47595,svenska,sv
18856,English,en
18856,Français,fr
10499,Deutsch,de
37949,English,en
37949,Français,fr
47943,Français,fr
74340,English,en
5709,English,en
11215,English,en
26477,English,en
10937,English,en
4639,English,en
96,English,en
90,English,en
11028,English,en
11028,Español,es
67307,English,en
19324,English,en
19933,Nederlands,nl
19933,English,en
19933,Polski,pl
12919,English,en
15785,English,en
31701,English,en
31563,English,en
12506,English,en
89992,广州话 / 廣州話,cn
70199,English,en
39507,English,en
62185,English,en
24826,English,en
24826,Deutsch,de
30994,English,en
17159,English,en
10110,English,en
10110,日本語,ja
10110,普通话,zh
18935,English,en
764,English,en
20287,English,en
20287,Español,es
26964,English,en
71881,English,en
15658,English,en
4918,English,en
28368,English,en
58084,English,en
52780,English,en
48149,English,en
48149,Italiano,it
26156,English,en
34101,English,en
32054,English,en
14464,English,en
65501,English,en
32227,English,en
2614,English,en
40962,English,en
12704,English,en
580,English,en
24828,English,en
13703,English,en
13703,Deutsch,de
13703,Español,es
36914,English,en
1547,English,en
42010,English,en
2608,Español,es
2608,English,en
32058,English,en
10019,English,en
11649,English,en
84499,English,en
13509,English,en
13509,Deutsch,de
13509,Português,pt
63639,English,en
30175,English,en
51521,English,en
34379,English,en
22915,English,en
24940,English,en
37302,English,en
10984,English,en
843,广州话 / 廣州話,cn
843,Français,fr
843,Español,es
318,English,en
12806,Català,ca
12806,Español,es
9740,English,en
10878,English,en
10878,Polski,pl
10878,Português,pt
10878,Español,es
47588,ελληνικά,el
47588,English,en
10697,Français,fr
7093,English,en
16300,English,en
19405,English,en
1921,English,en
44412,English,en
21620,English,en
23685,English,en
12138,English,en
48217,Français,fr
6073,English,en
6073,Español,es
39180,Français,fr
35569,English,en
25208,English,en
82103,Português,pt
19513,English,en
2749,Český,cs
2749,English,en
2749,ελληνικά,el
2749,Pусский,ru
10050,English,en
17203,English,en
17203,Français,fr
95682,Afrikaans,af
95682,,xh
95682,English,en
54968,English,en
49929,English,en
49929,Français,fr
49929,Deutsch,de
2302,,yi
2302,English,en
32686,English,en
13889,English,en
13889,日本語,ja
6028,English,en
51802,English,en
42148,Português,pt
29492,Português,pt
29492,English,en
25447,English,en
28410,English,en
38545,English,en
19490,English,en
19490,Français,fr
31151,English,en
1888,English,en
38805,English,en
16618,English,en
2428,English,en
22013,English,en
15598,English,en
43332,English,en
62127,English,en
56137,English,en
56137,,gd
17965,English,en
29067,English,en
33250,English,en
14460,English,en
17466,English,en
9594,English,en
35976,English,en
4986,English,en
2453,English,en
33676,English,en
33676,Español,es
4587,English,en
31004,English,en
27859,English,en
11454,English,en
38718,English,en
4192,Deutsch,de
4192,English,en
4192,Français,fr
4192,العربية,ar
11607,English,en
14052,English,en
16889,English,en
39934,English,en
26580,English,en
21309,English,en
16263,English,en
4985,English,en
20704,English,en
23730,English,en
853,Deutsch,de
853,English,en
853,Pусский,ru
10877,Italiano,it
5257,English,en
77,English,en
20322,English,en
10833,English,en
10833,Pусский,ru
20309,English,en
12658,English,en
10054,Español,es
10054,English,en
10646,English,en
2575,English,en
2575,Español,es
55,Español,es
65075,English,en
65075,Español,es
44379,Français,fr
2043,English,en
2043,Pусский,ru
4133,English,en
56715,English,en
56715,Français,fr
10991,English,en
15940,English,en
26791,English,en
44069,فارسی,fa
68894,English,en
68894,普通话,zh
634,English,en
10956,English,en
19366,English,en
28308,العربية,ar
28308,עִבְרִית,he
28308,English,en
9519,English,en
13898,فارسی,fa
196280,English,en
9290,English,en
13166,English,en
32590,English,en
153141,English,en
52654,English,en
52654,Italiano,it
70282,English,en
70282,Français,fr
47643,English,en
111,English,en
111,Español,es
32488,English,en
10477,English,en
10477,Deutsch,de
10477,Español,es
12484,English,en
2144,English,en
24113,English,en
118052,English,en
1734,English,en
1734,العربية,ar
38047,日本語,ja
8076,Deutsch,de
4973,Français,fr
8095,English,en
8095,Português,pt
849,English,en
27223,English,en
2981,English,en
39266,Deutsch,de
31863,English,en
11307,English,en
46498,English,en
11163,Italiano,it
11163,Latin,la
11035,English,en
11035,Français,fr
11035,Italiano,it
18691,English,en
3784,English,en
78133,English,en
22829,English,en
35717,Français,fr
11936,Italiano,it
25221,English,en
19494,Français,fr
19494,English,en
40842,English,en
19357,English,en
19357,Español,es
33743,English,en
32924,English,en
9062,English,en
9062,Español,es
11174,Dansk,da
11174,svenska,sv
934,English,en
934,Français,fr
934,Italiano,it
9476,English,en
37691,English,en
37691,Español,es
115810,Español,es
115810,Français,fr
115810,English,en
10613,English,en
10613,Français,fr
19094,English,en
14268,English,en
5852,English,en
808,English,en
49453,English,en
824,Français,fr
824,Español,es
824,English,en
37558,Français,fr
676,Français,fr
676,English,en
676,日本語,ja
88727,Norsk,no
26813,,bo
29572,English,en
29572,Français,fr
29572,Italiano,it
29572,Română,ro
29572,Pусский,ru
29572,,yi
48109,Español,es
48109,English,en
50541,English,en
26255,English,en
22414,English,en
43329,English,en
42233,English,en
1406,English,en
1406,Deutsch,de
13554,English,en
17664,English,en
66035,English,en
41050,Italiano,it
1632,English,en
966,English,en
966,Español,es
12639,English,en
12639,Español,es
301,English,en
301,Español,es
31527,English,en
4988,English,en
12623,English,en
11896,English,en
25538,English,en
25538,日本語,ja
25538,普通话,zh
17971,English,en
6498,Dansk,da
6498,Español,es
5923,English,en
5923,普通话,zh
15497,English,en
21876,Deutsch,de
21876,Italiano,it
21876,English,en
11090,English,en
14034,English,en
21056,English,en
9397,English,en
9705,Deutsch,de
9705,English,en
26475,English,en
56934,English,en
29937,Český,cs
29937,Deutsch,de
49922,English,en
10364,English,en
10364,Français,fr
10364,Italiano,it
32458,English,en
1089,English,en
38043,English,en
9967,English,en
17494,English,en
17494,Español,es
17465,English,en
759,Français,fr
759,English,en
10297,English,en
29393,English,en
10653,English,en
21468,English,en
21468,Español,es
9576,English,en
22323,English,en
31935,English,en
126881,Deutsch,de
52616,English,en
52616,普通话,zh
10865,English,en
10865,Français,fr
10865,Español,es
1995,English,en
10808,English,en
9799,English,en
644,English,en
16161,English,en
10691,Español,es
10691,English,en
10615,English,en
47596,English,en
47596,Magyar,hu
21488,Français,fr
59733,English,en
271462,Pусский,ru
271462,English,en
11826,English,en
24470,English,en
9301,Deutsch,de
11444,Français,fr
11444,Polski,pl
11444,Español,es
15564,English,en
60670,Français,fr
40880,English,en
10992,English,en
10992,Français,fr
10992,Deutsch,de
10992,ภาษาไทย,th
2140,English,en
2140,Français,fr
2140,普通话,zh
4248,English,en
17612,English,en
3134,Français,fr
34899,Tiếng Việt,vi
8217,English,en
22478,English,en
26483,English,en
24382,Italiano,it
11286,日本語,ja
11286,普通话,zh
11286,العربية,ar
11286,English,en
11950,English,en
12236,English,en
12236,Deutsch,de
36245,Français,fr
43342,English,en
15875,English,en
15875,Français,fr
26573,English,en
23439,English,en
10728,Deutsch,de
5991,No Language,xx
11697,English,en
6106,English,en
6106,Español,es
22477,English,en
19200,English,en
11300,English,en
16211,English,en
28650,English,en
42780,English,en
32569,English,en
20075,English,en
28430,English,en
28794,Italiano,it
20197,English,en
43316,English,en
34689,English,en
25690,English,en
25690,Français,fr
10238,svenska,sv
18929,English,en
4789,Italiano,it
32595,English,en
18030,English,en
18988,English,en
11536,English,en
10339,English,en
39875,English,en
50031,English,en
976,English,en
69605,English,en
65632,Italiano,it
29471,Deutsch,de
4780,English,en
11906,English,en
11906,Italiano,it
11906,Latin,la
11906,Pусский,ru
11713,广州话 / 廣州話,cn
11713,English,en
11713,普通话,zh
9589,Deutsch,de
12481,普通话,zh
13333,广州话 / 廣州話,cn
13333,English,en
13938,English,en
10540,English,en
9462,English,en
9462,Italiano,it
9462,普通话,zh
82623,English,en
2114,English,en
8835,English,en
11371,English,en
11371,Français,fr
78248,Bamanankan,bm
78248,Français,fr
9517,English,en
25985,English,en
25985,Français,fr
25985,Español,es
15745,English,en
24977,English,en
36107,No Language,xx
113271,English,en
58904,English,en
13794,English,en
13795,English,en
103488,English,en
38965,English,en
47817,English,en
31052,English,en
10868,English,en
9395,English,en
9395,Español,es
14506,English,en
5333,English,en
4281,English,en
2,suomi,fi
2,Deutsch,de
26044,English,en
59797,English,en
14911,English,en
15592,English,en
15267,English,en
15267,Español,es
12710,English,en
30502,English,en
19382,English,en
24679,English,en
9599,English,en
94440,English,en
17170,English,en
18509,English,en
110428,Français,fr
34604,English,en
14441,English,en
7520,English,en
7520,Português,pt
10126,English,en
10126,Español,es
9602,English,en
23752,English,en
41952,English,en
41952,Deutsch,de
3980,English,en
10127,English,en
12702,English,en
27397,English,en
27397,Français,fr
27397,עִבְרִית,he
27397,,yi
9748,English,en
40095,English,en
10651,English,en
10141,English,en
27362,English,en
5680,English,en
26386,English,en
34053,English,en
25884,English,en
26355,English,en
10675,English,en
10675,Français,fr
38982,English,en
10130,English,en
2617,English,en
38615,English,en
21362,English,en
30690,English,en
75889,English,en
38500,English,en
38500,Deutsch,de
26723,English,en
20443,English,en
49365,English,en
11347,English,en
12144,English,en
13704,English,en
12505,English,en
41963,English,en
41963,Français,fr
13482,English,en
13482,Español,es
34014,English,en
29739,English,en
12120,English,en
47818,English,en
38617,English,en
3543,Deutsch,de
3543,English,en
51321,English,en
9604,English,en
9604,Pусский,ru
24929,English,en
10925,English,en
13965,English,en
24266,English,en
58434,English,en
18197,English,en
70842,English,en
38909,English,en
38909,Español,es
17126,English,en
11503,English,en
38558,English,en
9717,English,en
11966,English,en
2605,English,en
8740,Nederlands,nl
8740,English,en
8740,Français,fr
25497,English,en
25497,Polski,pl
38560,English,en
38560,Español,es
26798,English,en
41428,日本語,ja
8337,English,en
47493,English,en
8463,English,en
41974,English,en
28176,English,en
9493,English,en
26603,English,en
29095,English,en
12582,English,en
10001,English,en
11352,English,en
12500,English,en
25678,English,en
25682,English,en
32049,English,en
45225,English,en
1648,English,en
1648,Français,fr
1648,Deutsch,de
1648,ελληνικά,el
4105,English,en
4105,日本語,ja
22711,English,en
19124,English,en
69828,English,en
53150,English,en
10142,English,en
3064,English,en
86093,English,en
10134,English,en
21291,English,en
4925,English,en
30352,English,en
15142,English,en
14550,English,en
32075,English,en
2210,English,en
25005,English,en
21721,English,en
116014,English,en
11828,English,en
55699,English,en
10551,English,en
20713,English,en
27461,English,en
41969,English,en
1380,English,en
19157,English,en
11465,English,en
17190,English,en
55059,English,en
9085,English,en
9085,Pусский,ru
17819,English,en
17819,Română,ro
17819,Español,es
46786,English,en
14776,English,en
14776,Deutsch,de
59585,English,en
32855,English,en
29185,English,en
39787,English,en
32059,English,en
505,English,en
505,Français,fr
4486,English,en
4486,Français,fr
4486,Italiano,it
10345,English,en
10222,English,en
12774,English,en
14621,English,en
14621,Português,pt
14621,Español,es
19118,English,en
14372,English,en
15138,English,en
9972,English,en
9494,English,en
17362,English,en
9942,English,en
8216,English,en
4296,English,en
24739,English,en
39197,English,en
9686,English,en
27418,English,en
39002,English,en
43345,English,en
43345,Español,es
31606,English,en
27607,English,en
37146,English,en
20006,English,en
8867,English,en
12663,English,en
331,English,en
331,Español,es
11467,English,en
327,English,en
327,Italiano,it
327,日本語,ja
327,Español,es
1548,English,en
13403,English,en
13403,Deutsch,de
869,English,en
552,Italiano,it
36095,日本語,ja
33379,English,en
47574,English,en
2171,English,en
87462,English,en
20307,English,en
19142,English,en
41946,English,en
10135,English,en
10135,Português,pt
32767,English,en
32767,Deutsch,de
56162,English,en
56162,Deutsch,de
24254,English,en
19236,English,en
32261,English,en
60276,English,en
12150,English,en
11185,English,en
47045,English,en
18683,English,en
12521,English,en
12478,English,en
49788,English,en
31083,Français,fr
31083,English,en
30666,English,en
25155,English,en
65015,English,en
24077,English,en
9618,English,en
16560,English,en
31608,English,en
31608,Français,fr
22102,English,en
6951,English,en
11959,English,en
2616,English,en
7091,English,en
249,English,en
11342,English,en
183,English,en
183,Italiano,it
32330,English,en
24126,English,en
8494,English,en
26535,English,en
41784,,cr
41784,English,en
41784,Latin,la
27431,Italiano,it
2148,English,en
2148,Italiano,it
42033,English,en
11308,English,en
23239,English,en
53119,English,en
53119,עִבְרִית,he
53119,,yi
31941,English,en
19317,English,en
27813,English,en
57745,English,en
2057,English,en
2057,Deutsch,de
2057,日本語,ja
2057,Latin,la
2057,Español,es
9880,English,en
5175,广州话 / 廣州話,cn
5175,English,en
5175,普通话,zh
21596,Français,fr
41951,English,en
41951,Français,fr
11385,English,en
11385,Español,es
11385,Kiswahili,sw
4484,Français,fr
11684,Français,fr
11684,Deutsch,de
44414,English,en
44258,English,en
20391,English,en
20391,Español,es
12584,English,en
1627,Français,fr
11542,English,en
11542,Español,es
17169,English,en
39176,English,en
33214,Français,fr
33214,English,en
33214,Deutsch,de
33214,Český,cs
19267,English,en
2770,English,en
12610,English,en
1933,Français,fr
1933,English,en
13496,English,en
21055,English,en
24936,English,en
80070,English,en
10972,English,en
1722,English,en
1722,Deutsch,de
1722,ελληνικά,el
1722,Italiano,it
9896,English,en
26665,English,en
9683,English,en
2779,English,en
2779,Polski,pl
2294,English,en
10016,English,en
26602,English,en
37920,English,en
37920,Magyar,hu
37920,Italiano,it
22230,English,en
13966,English,en
742,svenska,sv
248757,English,en
15104,English,en
15104,Español,es
8922,English,en
11065,English,en
11065,Français,fr
21118,English,en
46727,English,en
16314,English,en
16314,Deutsch,de
16314,Italiano,it
18885,English,en
18885,Français,fr
40508,English,en
5922,English,en
27346,English,en
34223,English,en
16307,English,en
27681,English,en
11370,English,en
11370,Magyar,hu
12508,English,en
14033,English,en
25462,English,en
34714,English,en
47161,فارسی,fa
106230,English,en
106230,ภาษาไทย,th
35176,English,en
18734,English,en
44321,Español,es
26661,English,en
58062,English,en
2176,Español,es
2176,English,en
20857,English,en
22617,English,en
22617,Français,fr
22617,Italiano,it
75386,English,en
2185,English,en
10696,English,en
2034,English,en
2034,Pусский,ru
2034,Español,es
2034,한국어/조선말,ko
21538,English,en
51722,Română,ro
48834,English,en
30379,English,en
