movie_id,cast_id,actor
13225,6,"Christian Slater"
13225,7,"Robin Williams"
63510,18,"Michael Ironside"
35614,4,"Cloris Leachman"
35810,1,"Cary Grant"
18646,6,"Keenan Wynn"
18646,11,"Bess Flowers"
17058,1,"Edward G. Robinson"
31651,3,"John Hurt"
31651,4,"Sean Bean"
47869,3,"Brian Cox"
47869,4,"Brad Dourif"
965,23,"Orson Welles"
65262,8,"Tom Hanks"
10935,1,"Kris Kristofferson"
10935,2,"Christopher Walken"
10935,3,"John Hurt"
10935,4,"Isabelle Huppert"
10935,6,"Brad Dourif"
10935,7,"Jeff Bridges"
44004,7,"Kevin Bacon"
32030,2,"Ned Beatty"
7988,1,"Michael Caine"
26843,1,"Anthony Quinn"
26843,2,"Rod Steiger"
14807,3,"Helen Mirren"
14729,6,"Dennis Quaid"
14729,7,"Randy Quaid"
14729,16,"James Remar"
46973,2,"Orson Welles"
39543,3,"Gérard Depardieu"
39578,1,"Vincent Price"
39578,5,"Donald Pleasence"
39578,6,"John Carradine"
3418,14,"Harvey Keitel"
3418,15,"Harry Dean Stanton"
3418,16,"Max von Sydow"
3418,22,"Bill Nighy"
75552,3,"Charlton Heston"
24032,4,"Donald Pleasence"
11333,10,"Ernest Borgnine"
425,12,"John Leguizamo"
5851,1,"Robert De Niro"
25014,5,"David Strathairn"
18172,28,"Dick Miller"
24248,1,"Anthony Quinn"
24248,10,"Ernest Borgnine"
14605,10,"Anthony Quinn"
14605,12,"Paul Fix"
14605,30,"James Flavin"
31805,15,"Anthony Quinn"
31805,19,"John George"
13861,20,"Anthony Quinn"
31812,28,"John George"
13006,1,"Rutger Hauer"
42750,11,"David Strathairn"
41034,4,"Christopher Lee"
11563,1,"Jackie Chan"
55792,1,"Alan Arkin"
55792,6,"Wallace Shawn"
12705,1,"Burt Reynolds"
11006,1,"Burt Reynolds"
15120,7,"Burt Reynolds"
40072,20,"Rutger Hauer"
36586,3,"Kris Kristofferson"
36586,13,"Ron Perlman"
39541,5,"Kevin Pollak"
90974,4,"Kirk Douglas"
29396,4,"Joan Crawford"
29396,10,"George Kennedy"
9275,8,"Robin Williams"
9275,11,"Danny DeVito"
4547,3,"Forest Whitaker"
14635,1,"Dennis Quaid"
14635,6,"Brian Cox"
29135,4,"Helen Mirren"
1791,3,"Isabelle Huppert"
22784,9,"John Carradine"
40814,5,"Bruce Davison"
53426,2,"Charles Bronson"
5678,7,"John Goodman"
11560,2,"Morgan Freeman"
11560,14,"Bruce Davison"
11560,20,"Michael Shannon"
35944,5,"Christopher Plummer"
35944,6,"Bill Nighy"
25501,14,"Bruce Dern"
11590,1,"Paul Newman"
11590,26,"M. Emmet Walsh"
1537,2,"Samuel L. Jackson"
1537,15,"William Hurt"
441,23,"Robert Forster"
32617,3,"Gene Hackman"
31671,3,"Charles Bronson"
31671,4,"Robert Duvall"
31671,6,"Randy Quaid"
2565,1,"Tom Hanks"
25133,2,"Jeff Goldblum"
21970,1,"Bette Davis"
35694,7,"Kris Kristofferson"
110989,1,"Ben Kingsley"
35337,3,"Ben Kingsley"
21220,4,"Randy Quaid"
21220,9,"Kevin Pollak"
11468,1,"Val Kilmer"
11468,26,"Danny Trejo"
292917,5,"James Franco"
10164,1,"Robin Williams"
10164,17,"Paul Guilfoyle"
42048,1,"Eric Roberts"
62001,1,"Sean Connery"
28117,5,"Raymond Burr"
40555,3,"Gene Hackman"
28384,12,"Liam Neeson"
46691,6,"Susan Sarandon"
27094,3,"Dustin Hoffman"
17168,6,"Oliver Platt"
17168,13,"Lin Shaye"
56179,2,"Willem Dafoe"
13201,17,"James Franco"
557,32,"Willem Dafoe"
557,11,"James Franco"
557,12,"J.K. Simmons"
1815,13,"Robert Mitchum"
1815,18,"James Stewart"
32037,5,"Martin Sheen"
32037,2,"Burt Lancaster"
24767,3,"Brian Cox"
32221,2,"Robert Duvall"
32221,5,"John Heard"
28466,1,"Robin Williams"
28466,8,"John Goodman"
12227,23,"James Remar"
43643,6,"Alfred Molina"
20712,8,"Danny Trejo"
45186,9,"Dick Miller"
39771,3,"Christopher Lloyd"
39771,11,"Dick Miller"
39771,10,"Robert Forster"
1894,13,"Samuel L. Jackson"
1894,11,"Christopher Lee"
4012,7,"Billy Zane"
9026,5,"Tom Wilkinson"
42193,3,"Vanessa Redgrave"
15417,1,"Clint Eastwood"
11791,1,"Peter Cushing"
11791,3,"Christopher Lee"
28577,37,"John George"
23102,27,"Cary Grant"
320,4,"Robin Williams"
27834,6,"Gérard Depardieu"
27834,10,"Billy Zane"
27834,13,"Dean Stockwell"
17734,1,"John Turturro"
17734,6,"Alan Arkin"
44800,7,"James Caan"
44800,17,"M. Emmet Walsh"
44800,18,"James Woods"
24008,10,"Cary Grant"
53229,2,"Anthony Quinn"
53229,4,"Mickey Rooney"
1936,9,"Robert Mitchum"
4614,12,"Morgan Freeman"
4614,15,"Liev Schreiber"
15677,6,"Anthony Hopkins"
58455,1,"John Wayne"
58455,5,"Ward Bond"
58455,19,"Paul Fix"
36554,4,"James Mason"
811,12,"Bruce Dern"
163907,2,"Kirk Douglas"
3132,12,"Anthony Hopkins"
3132,15,"Peter Stormare"
2501,12,"Brian Cox"
12100,14,"Nicolas Cage"
12100,16,"Peter Stormare"
12100,21,"Christian Slater"
10394,8,"Malcolm McDowell"
31591,1,"Jeff Bridges"
18905,2,"Dennis Quaid"
4993,2,"Robert Mitchum"
4993,4,"Roddy McDowall"
34130,3,"Christopher Lloyd"
34130,15,"Danny DeVito"
34130,21,"Lin Shaye"
21635,1,"Barbara Stanwyck"
21635,2,"Burt Lancaster"
27945,1,"Paul Newman"
30194,7,"Richard Jenkins"
10169,4,"Keith David"
27225,11,"Shelley Winters"
13909,2,"John Wayne"
13909,20,"Paul Fix"
41805,4,"Charles Durning"
35696,3,"Kevin Pollak"
11544,14,"Ving Rhames"
180,6,"Max von Sydow"
180,15,"Peter Stormare"
17710,10,"Christopher Lloyd"
2022,3,"John Turturro"
2022,8,"Steve Buscemi"
50035,8,"Dermot Mulroney"
11982,18,"Danny DeVito"
27224,11,"David Strathairn"
88818,2,"John Malkovich"
88818,6,"Joss Ackland"
21972,9,"Robert Forster"
608,26,"Rip Torn"
59387,29,"Grey Griffin"
4147,13,"Tom Hanks"
4147,16,"Paul Newman"
4147,24,"Stanley Tucci"
8665,2,"Liam Neeson"
8665,4,"Joss Ackland"
10996,15,"James Woods"
818,38,"Michael Caine"
818,181,"Danny DeVito"
818,194,"Clint Howard"
18357,9,"Christopher Walken"
18357,10,"Stephen Tobolowsky"
29047,5,"Catherine Deneuve"
39141,6,"Sigourney Weaver"
33152,1,"Christian Slater"
149445,3,"Michael Caine"
149445,5,"James Caan"
149445,6,"Charles Durning"
19133,3,"Ned Beatty"
43199,16,"Bess Flowers"
10786,1,"Sean Connery"
8764,12,"Val Kilmer"
8764,14,"Peter Cushing"
9488,1,"Antonio Banderas"
9488,5,"Steve Buscemi"
9488,7,"Danny Trejo"
9488,25,"Christopher McDonald"
9962,26,"John C. Reilly"
9573,1,"Clint Eastwood"
7451,11,"Samuel L. Jackson"
7451,163,"Danny Trejo"
10305,2,"Isabelle Huppert"
11484,8,"James Caan"
11692,11,"Randy Quaid"
11692,19,"John Cleese"
9357,1,"Robin Williams"
15070,2,"Ving Rhames"
206042,5,"Christopher McDonald"
206042,6,"Tom Arnold"
11243,1,"Mickey Rooney"
46878,4,"Michael Caine"
46878,16,"Henry Fonda"
24750,1,"Malcolm McDowell"
31393,2,"John Carradine"
9941,1,"Nick Nolte"
3127,13,"Peter Cushing"
10859,12,"Forest Whitaker"
9544,4,"Udo Kier"
13571,3,"John Cusack"
13571,10,"Paul Guilfoyle"
13536,1,"Robert De Niro"
13536,2,"James Franco"
16806,8,"Danny DeVito"
10611,22,"Keith David"
12770,20,"Richard Jenkins"
9685,3,"Jeff Goldblum"
9685,8,"Susan Sarandon"
18913,14,"Samuel L. Jackson"
64079,3,"Burt Lancaster"
64079,5,"Gene Hackman"
33506,4,"Alan Arkin"
33506,8,"Kevin Pollak"
41582,2,"Harvey Keitel"
41582,4,"Christopher McDonald"
50382,10,"John Carradine"
42633,4,"Rod Steiger"
26680,6,"Peter Cushing"
26680,8,"John Carradine"
11504,2,"Christopher Lloyd"
10550,1,"Antonio Banderas"
9034,2,"Susan Sarandon"
9039,2,"Kevin Bacon"
1958,4,"Catherine Deneuve"
1958,5,"Isabelle Huppert"
68569,3,"Udo Kier"
10771,10,"Jackie Chan"
10771,15,"Peter Stormare"
31005,4,"Dustin Hoffman"
31005,5,"Susan Sarandon"
9533,1,"Anthony Hopkins"
9533,4,"Harvey Keitel"
38866,7,"Malcolm McDowell"
38866,11,"Gérard Depardieu"
9260,17,"William H. Macy"
18983,3,"Raymond Burr"
41971,4,"Wallace Shawn"
33831,2,"James Woods"
33831,10,"Christopher Lloyd"
82545,2,"Jeff Bridges"
82545,5,"Randy Quaid"
82545,6,"Cloris Leachman"
11868,1,"Peter Cushing"
11868,2,"Christopher Lee"
12921,7,"Max von Sydow"
77079,10,"Donald Pleasence"
12719,1,"Dennis Hopper"
4989,5,"Burt Reynolds"
7501,5,"John Malkovich"
7501,10,"Dennis Hopper"
13768,2,"William Hurt"
13768,6,"Ben Kingsley"
1430,12,"Charlton Heston"
1613,1,"Samuel L. Jackson"
565,13,"Brian Cox"
14112,2,"Willem Dafoe"
15192,6,"Steve Buscemi"
15192,7,"Harvey Keitel"
49872,11,"Tom Arnold"
12647,1,"Dustin Hoffman"
12647,4,"Bruce Willis"
12647,5,"Steve Buscemi"
12647,6,"Stanley Tucci"
19403,1,"Charles Bronson"
19403,3,"Keenan Wynn"
40064,3,"Christopher Lee"
31278,4,"Donald Pleasence"
33670,11,"Robert Downey Jr."
47942,4,"Paul Newman"
47942,16,"Ernest Borgnine"
19429,1,"Paul Newman"
140413,1,"Gene Hackman"
140413,4,"Dennis Quaid"
21294,2,"Christopher Plummer"
34697,3,"Orson Welles"
66592,8,"Roddy McDowall"
25773,5,"Rod Steiger"
19123,2,"Gérard Depardieu"
33016,2,"Ernest Borgnine"
26444,2,"Charles Bronson"
10863,1,"Donald Sutherland"
31679,7,"William Hurt"
31679,8,"Sigourney Weaver"
31679,9,"Christopher Plummer"
31679,10,"James Woods"
31679,16,"Morgan Freeman"
12579,1,"Gérard Depardieu"
23668,1,"Paul Newman"
75963,4,"Danny DeVito"
42149,4,"Michael Caine"
73247,4,"Randy Quaid"
73247,10,"Dick Miller"
38665,4,"Christopher Lloyd"
265,10,"Udo Kier"
2264,36,"Udo Kier"
63443,14,"George Kennedy"
25468,4,"Wallace Shawn"
19507,4,"Dan Aykroyd"
75596,3,"Dennis Quaid"
42146,15,"Kevin Bacon"
17450,10,"Christopher Walken"
31646,4,"Lance Henriksen"
31668,8,"Udo Kier"
1360,22,"Alfred Molina"
1360,28,"Antonio Banderas"
45767,8,"Richard Riehle"
48155,11,"Rod Steiger"
48155,12,"Shelley Winters"
12208,22,"Orson Welles"
1941,2,"Paul Newman"
31918,4,"Alan Arkin"
8427,11,"Malcolm McDowell"
9021,24,"Kevin Pollak"
52735,5,"Steve Buscemi"
9280,10,"Antonio Banderas"
65,13,"Michael Shannon"
10712,1,"Julianne Moore"
10712,2,"Dennis Quaid"
672,32,"John Cleese"
16351,5,"Christopher Plummer"
2165,20,"Oliver Platt"
11617,1,"John Wayne"
11617,14,"J. Carrol Naish"
24909,1,"Harvey Keitel"
63435,2,"Harvey Keitel"
80849,1,"Stellan Skarsgård"
1377,10,"Cary Grant"
1377,22,"Bess Flowers"
2528,4,"Isabelle Huppert"
48524,2,"Gérard Depardieu"
45226,1,"Robert Duvall"
96966,4,"Eric Roberts"
25566,3,"Brad Dourif"
25566,20,"Samuel L. Jackson"
47888,4,"Kris Kristofferson"
9538,11,"Michael Ironside"
14664,3,"Burt Reynolds"
14664,9,"Charles Durning"
69169,3,"Bruce Dern"
11524,1,"James Caan"
32077,7,"Robert De Niro"
32077,8,"Robert Duvall"
32077,9,"Charles Durning"
36669,9,"John Cleese"
36669,10,"Michael Madsen"
8198,2,"Michael Caine"
23303,9,"Kevin Pollak"
14433,7,"Michael Caine"
9932,17,"Robert De Niro"
13369,3,"John Leguizamo"
2757,4,"Nicolas Cage"
2757,5,"Meryl Streep"
2757,20,"Brian Cox"
2757,34,"John Malkovich"
2757,36,"John Cusack"
7299,3,"Sean Bean"
37335,28,"James Caan"
17360,3,"Michael Caine"
17360,4,"Sylvester Stallone"
17360,1,"Max von Sydow"
40952,2,"Donald Pleasence"
40952,19,"Lin Shaye"
43279,3,"Sam Neill"
45840,1,"Burt Reynolds"
45840,6,"Keenan Wynn"
16363,1,"Burt Reynolds"
16363,2,"Charles Durning"
22023,2,"Harvey Keitel"
26639,1,"Malcolm McDowell"
25297,4,"Nick Nolte"
25297,8,"M. Emmet Walsh"
11564,18,"Roddy McDowall"
67772,5,"Kathy Bates"
4202,4,"Gérard Depardieu"
17590,1,"Michael Caine"
7303,6,"Stanley Tucci"
201,6,"Patrick Stewart"
201,14,"Ron Perlman"
201,32,"Whoopi Goldberg"
2755,5,"Kathy Bates"
2755,17,"Dermot Mulroney"
65684,2,"Sigourney Weaver"
10856,5,"Max von Sydow"
121,19,"Christopher Lee"
121,27,"Brad Dourif"
121,53,"Sean Bean"
1429,9,"Brian Cox"
3131,15,"Liam Neeson"
3131,17,"John C. Reilly"
3131,18,"Jim Broadbent"
11022,1,"Ray Liotta"
9491,18,"Richard Jenkins"
9491,6,"Tom Sizemore"
2149,13,"Willem Dafoe"
2149,14,"Julianne Moore"
32074,1,"Gene Hackman"
19067,3,"Harvey Keitel"
25848,1,"John Wayne"
14931,1,"Alec Baldwin"
11317,10,"Dan Aykroyd"
4032,4,"Dan Aykroyd"
11706,17,"Henry Fonda"
61265,5,"Tom Sizemore"
25720,1,"Michael Caine"
4561,5,"Udo Kier"
16993,8,"Jeff Bridges"
21332,1,"Kevin Bacon"
21332,5,"Laurence Fishburne"
640,24,"Tom Hanks"
640,25,"Christopher Walken"
640,26,"Martin Sheen"
1574,20,"John C. Reilly"
590,6,"Julianne Moore"
590,7,"Meryl Streep"
590,17,"John C. Reilly"
590,20,"Ed Harris"
13560,3,"John Cusack"
29339,6,"Jim Broadbent"
29339,7,"Christopher Plummer"
28028,1,"James Franco"
28028,3,"Harry Dean Stanton"
28028,5,"Nicolas Cage"
41084,2,"Vincent Price"
18773,23,"Danny Trejo"
16225,1,"Michael Ironside"
262,10,"Robert De Niro"
15395,6,"Kathy Bates"
15395,18,"Stephen Tobolowsky"
4912,18,"Rutger Hauer"
14390,8,"Steve Buscemi"
10628,4,"Christopher Walken"
10628,20,"Michael Shannon"
11078,11,"Eric Roberts"
11078,19,"Stephen Tobolowsky"
77633,4,"Donald Sutherland"
24711,5,"William H. Macy"
11222,1,"Dennis Hopper"
41927,3,"Keanu Reeves"
55909,2,"James Earl Jones"
20663,1,"Humphrey Bogart"
20663,21,"Bess Flowers"
61807,4,"Liam Neeson"
12253,1,"Laurence Fishburne"
21189,25,"Jeff Bridges"
28528,2,"Humphrey Bogart"
28528,3,"Rod Steiger"
34374,11,"Christopher Plummer"
34374,6,"James Mason"
34374,4,"Donald Sutherland"
26761,3,"Robert Mitchum"
26761,6,"Alan Hale"
24129,2,"Stellan Skarsgård"
4628,7,"Martin Sheen"
4628,9,"Sam Neill"
4193,9,"Roddy McDowall"
4193,10,"James Mason"
10724,1,"Clint Eastwood"
89571,2,"Sean Connery"
37917,1,"Clint Eastwood"
70011,10,"Dean Stockwell"
70011,11,"Dennis Hopper"
3028,28,"Lin Shaye"
81001,5,"James Caan"
81001,6,"Jeff Bridges"
8219,6,"Antonio Banderas"
10150,9,"Alan Arkin"
10150,10,"Jeff Bridges"
10150,14,"Christopher Lee"
10150,17,"Keenan Wynn"
16407,1,"Jackie Chan"
11949,17,"John Cleese"
79257,2,"Charlton Heston"
42131,6,"Marcello Mastroianni"
42131,8,"Harvey Keitel"
41291,6,"Harry Dean Stanton"
72340,4,"John Hurt"
72340,11,"James Remar"
32692,3,"Isabelle Huppert"
83562,1,"John Cleese"
1563,10,"James Stewart"
59533,6,"John Cleese"
32048,6,"Meryl Streep"
30584,4,"Sean Connery"
30584,10,"Peter Cushing"
48313,17,"Forest Whitaker"
48249,7,"Susan Sarandon"
47955,20,"Dick Miller"
31661,2,"Sean Connery"
31661,13,"Dean Stockwell"
6038,1,"Jackie Chan"
14873,1,"John Goodman"
14873,11,"Jim Cummings"
12139,12,"Christopher Lloyd"
118936,4,"Humphrey Bogart"
118936,32,"John George"
18587,3,"Charles Bronson"
17264,2,"Mickey Rooney"
3426,13,"Isabelle Huppert"
59201,1002,"Charles Bronson"
26172,4,"Charles Bronson"
26173,3,"Charles Bronson"
33055,3,"Charles Bronson"
33364,2,"Shelley Winters"
33851,6,"Liam Neeson"
31598,1,"Nick Nolte"
22233,8,"Reginald Owen"
22233,20,"Bess Flowers"
991,15,"Rip Torn"
4911,15,"Ving Rhames"
16072,4,"Robert Duvall"
77283,1,"Bill Nighy"
14293,6,"Rod Steiger"
14293,11,"Christopher Walken"
10623,13,"Tom Arnold"
7015,1,"Jeff Bridges"
21867,7,"Patrick Stewart"
21867,8,"Joss Ackland"
11244,5,"James Earl Jones"
77233,3,"Robert Mitchum"
77233,5,"Harry Dean Stanton"
140071,3,"Robin Williams"
54845,1,"Michael Madsen"
9567,9,"Bruce Willis"
24186,2,"Dermot Mulroney"
12079,14,"John Leguizamo"
12079,18,"Eric Roberts"
12079,27,"Peter Stormare"
36362,14,"Rip Torn"
36362,28,"Orson Welles"
36362,29,"Ray Milland"
23159,16,"Cary Grant"
23159,24,"Gino Corrado"
27236,9,"Harry Dean Stanton"
42459,1,"Robert De Niro"
44968,2,"John Goodman"
17729,5,"James Stewart"
17729,10,"Irving Bacon"
12157,8,"Gérard Depardieu"
11571,2,"James Mason"
9557,19,"Lin Shaye"
6171,2,"Morgan Freeman"
6171,7,"Tom Sizemore"
13691,6,"Jim Cummings"
11523,46,"George Kennedy"
14675,2,"Cary Grant"
14675,21,"Bess Flowers"
18992,2,"Roddy McDowall"
29912,20,"Bess Flowers"
28881,8,"Stellan Skarsgård"
10782,3,"Samuel L. Jackson"
9341,4,"Stanley Tucci"
9341,20,"Richard Jenkins"
9776,9,"Keith David"
16425,1,"Robert Duvall"
17057,1,"Humphrey Bogart"
41938,2,"Burt Reynolds"
41938,4,"Ned Beatty"
40718,1,"John Wayne"
40718,13,"Paul Fix"
42178,4,"Jeff Bridges"
203252,8,"Donald Sutherland"
6016,14,"Nick Nolte"
1817,3,"Forest Whitaker"
21052,2,"Morgan Freeman"
9506,17,"Woody Harrelson"
9506,18,"John Turturro"
9506,24,"John C. Reilly"
8326,2,"Sigourney Weaver"
994,15,"Dustin Hoffman"
41461,20,"Jeff Bridges"
107569,15,"Sean Connery"
12661,2,"Dennis Quaid"
12661,4,"Stanley Tucci"
12661,7,"Tom Arnold"
29355,5,"Woody Harrelson"
29355,16,"M. Emmet Walsh"
31633,2,"Alec Baldwin"
20978,2,"Gérard Depardieu"
47329,2,"John Goodman"
10743,4,"Dustin Hoffman"
10743,6,"Robert Forster"
10743,33,"Paul Giamatti"
2832,7,"John Cusack"
2832,8,"Ray Liotta"
2832,11,"Alfred Molina"
31459,2,"Kirk Douglas"
31932,2,"James Caan"
31932,4,"Gérard Depardieu"
31932,5,"Stellan Skarsgård"
38868,14,"Clint Eastwood"
36658,8,"Patrick Stewart"
36658,16,"Brian Cox"
36658,18,"Bruce Davison"
46989,3,"David Strathairn"
15394,3,"John Hurt"
15259,6,"Christopher McDonald"
42792,18,"Charles Lane"
42792,27,"Bess Flowers"
22201,1,"Burt Lancaster"
22201,2,"Kirk Douglas"
22201,9,"Frank Faylen"
22201,12,"Dennis Hopper"
34857,5,"Keenan Wynn"
604,24,"Keanu Reeves"
604,25,"Laurence Fishburne"
310,28,"Morgan Freeman"
12,16,"Willem Dafoe"
9654,3,"Donald Sutherland"
584,10,"James Remar"
5921,17,"Paul Fix"
32140,7,"Keenan Wynn"
21717,1,"John Wayne"
26593,1,"John Wayne"
33564,3,"Burt Lancaster"
29514,17,"Harvey Keitel"
38720,15,"Cary Grant"
38732,2,"James Stewart"
15462,32,"Danny DeVito"
43828,1,"James Stewart"
47715,7,"Marcello Mastroianni"
111815,4,"Paul Newman"
25381,4,"James Stewart"
25381,16,"Paul Fix"
25381,18,"James Flavin"
38800,17,"James Stewart"
21027,1,"James Stewart"
21027,12,"Paul Fix"
21027,14,"George Kennedy"
37264,2,"James Woods"
37264,5,"Michael Madsen"
11890,1,"Sylvester Stallone"
11890,25,"Kirk Douglas"
18721,1,"James Stewart"
11916,2,"Clint Eastwood"
14551,1,"James Stewart"
14551,2,"Shelley Winters"
40683,1,"John Wayne"
40683,5,"Ward Bond"
40683,15,"James Flavin"
40683,16,"Bess Flowers"
8092,1,"Robert De Niro"
290,13,"John Turturro"
290,14,"John Goodman"
290,19,"Steve Buscemi"
11463,2,"Michael Caine"
11463,7,"Christopher Plummer"
42640,1,"John Wayne"
42640,21,"Ward Bond"
44043,20,"James Flavin"
30462,1,"John Wayne"
10243,2,"James Stewart"
10243,6,"Ernest Borgnine"
10243,17,"George Kennedy"
42541,4,"Paul Newman"
37103,2,"Robert Mitchum"
40085,2,"Paul Newman"
40085,6,"Orson Welles"
6523,9,"John Wayne"
19728,2,"James Mason"
26205,3,"James Mason"
3009,12,"Orson Welles"
6643,4,"Burt Lancaster"
18972,2,"John Wayne"
18972,24,"Paul Fix"
53380,6,"Steve Buscemi"
30708,1,"John Wayne"
30708,3,"George Kennedy"
30708,30,"Paul Fix"
38765,1,"John Wayne"
36372,2,"Sigourney Weaver"
36372,3,"Michael Caine"
30529,1,"John Turturro"
43516,6,"Vincent Price"
33638,1,"Paul Newman"
33638,3,"Ned Beatty"
33638,10,"Roddy McDowall"
48864,6,"Christopher Plummer"
10152,19,"Lin Shaye"
11375,21,"Keith David"
20694,36,"Bruce Willis"
17813,18,"Cloris Leachman"
4708,17,"Orson Welles"
4708,10,"Kirk Douglas"
35669,3,"Christopher Lee"
35669,4,"Peter Cushing"
9471,7,"John Cleese"
9471,36,"Robert Forster"
9471,24,"Bruce Willis"
44562,4,"Steve Buscemi"
44562,6,"Ned Beatty"
18569,2,"James Stewart"
18569,8,"Ward Bond"
18569,16,"Irving Bacon"
52758,2,"Henry Fonda"
52758,23,"Ward Bond"
61225,2,"John Goodman"
18886,1,"Danny Glover"
18886,2,"Willem Dafoe"
18886,6,"Tom Sizemore"
33454,34,"John George"
19753,2,"Donald Sutherland"
19753,28,"Orson Welles"
11482,15,"Shelley Winters"
70912,3,"Donald Pleasence"
6949,17,"Randy Quaid"
6949,24,"M. Emmet Walsh"
1927,10,"Nick Nolte"
14411,14,"Jim Cummings"
8698,17,"Sean Connery"
17920,4,"Bill Nighy"
32235,4,"James Woods"
32235,5,"Nick Nolte"
8961,6,"Peter Stormare"
8961,29,"Michael Shannon"
9486,6,"John Malkovich"
24558,2,"Gene Hackman"
24558,182,"Dan Aykroyd"
44916,1,"Henry Fonda"
24356,2,"Jeff Bridges"
24356,4,"John Goodman"
24356,20,"Val Kilmer"
24356,24,"Bruce Dern"
24356,25,"Ed Harris"
24356,31,"Christian Slater"
4464,2,"Jeff Bridges"
4464,25,"William H. Macy"
12279,1,"Antonio Banderas"
12279,5,"Sylvester Stallone"
12279,27,"Danny Trejo"
12279,30,"Steve Buscemi"
9104,16,"Ed Harris"
9104,24,"Dean Stockwell"
47232,3,"Mark Strong"
47232,9,"John Malkovich"
47232,10,"Burt Reynolds"
4613,12,"Woody Harrelson"
4613,13,"John Cleese"
21882,2,"Burt Reynolds"
21882,14,"Ned Beatty"
29805,6,"Anthony Hopkins"
5185,4,"Christopher Lee"
21512,1,"Rutger Hauer"
4984,1,"Burt Reynolds"
4984,3,"Ned Beatty"
8046,16,"Christopher Walken"
48967,6,"Joss Ackland"
10330,38,"Stephen Tobolowsky"
9257,25,"Samuel L. Jackson"
78041,3,"Alan Arkin"
78041,7,"Charles Durning"
41206,12,"Shelley Winters"
23395,3,"Robert Mitchum"
47278,1,"Stanley Tucci"
3101,5,"William Hurt"
3101,6,"Keanu Reeves"
20210,28,"Christopher McDonald"
2055,13,"Robert Duvall"
2055,14,"Michael Gambon"
2771,7,"Paul Giamatti"
10923,4,"Keith David"
17745,2,"Christopher Lloyd"
17745,15,"M. Emmet Walsh"
114776,9,"Christopher Lloyd"
18573,1,"Vincent Price"
18573,7,"Charles Bronson"
41759,4,"Lance Henriksen"
48791,2,"Helen Mirren"
48791,4,"Brian Cox"
48791,16,"Tom Wilkinson"
41944,9,"Michael Gambon"
8992,1,"John Cusack"
19053,1,"Nicolas Cage"
11206,2,"Alan Arkin"
49762,1,"Rip Torn"
13154,4,"Dolph Lundgren"
636,13,"Robert Duvall"
636,14,"Donald Pleasence"
26225,10,"Oliver Platt"
14881,1,"Clint Eastwood"
14881,2,"Robert Duvall"
35073,23,"Bess Flowers"
9362,1,"Kevin Bacon"
33521,3,"Donald Pleasence"
20815,10,"Robert Duvall"
48464,4,"John Hurt"
10610,1,"Jackie Chan"
2830,13,"Michael Madsen"
13778,22,"Tom Arnold"
31094,1,"Harvey Keitel"
31094,2,"Stellan Skarsgård"
7270,1,"Nicolas Cage"
1428,2,"Antonio Banderas"
1428,7,"Danny Trejo"
1428,13,"Willem Dafoe"
153,2,"Bill Murray"
4703,6,"Cloris Leachman"
14603,1,"Christian Slater"
10618,37,"Jackie Chan"
11293,15,"Randy Quaid"
36759,9,"Donald Pleasence"
19383,2,"Boris Karloff"
40775,3,"Vanessa Redgrave"
40775,9,"Wallace Shawn"
9584,1,"Kris Kristofferson"
9584,3,"Ernest Borgnine"
49685,4,"Catherine Deneuve"
49685,5,"John Malkovich"
2687,27,"Sam Neill"
2687,29,"Stephen Tobolowsky"
16323,3,"Harry Dean Stanton"
43041,14,"Buster Keaton"
43041,18,"John Carradine"
37025,10,"Alan Hale"
37025,43,"John George"
10739,4,"Danny DeVito"
12767,1,"Dennis Quaid"
12767,8,"Christopher Plummer"
13156,1,"Michael Caine"
13156,2,"Robert Duvall"
277,25,"Bill Nighy"
7288,17,"James Remar"
7288,19,"Wallace Shawn"
7288,35,"Danny DeVito"
10159,14,"Christopher Walken"
54243,1,"Randy Quaid"
5653,7,"Alfred Molina"
20,19,"Alfred Molina"
837,13,"James Woods"
821,15,"Burt Lancaster"
821,31,"Bess Flowers"
821,44,"Joseph Crehan"
11703,1,"William Hurt"
891,14,"Dustin Hoffman"
891,21,"Ned Beatty"
11806,18,"Stanley Tucci"
11806,19,"Oliver Platt"
36349,11,"Keenan Wynn"
650,14,"Laurence Fishburne"
10337,3,"Harvey Keitel"
10337,4,"Ben Kingsley"
42570,5,"Eric Roberts"
9874,1,"Sylvester Stallone"
37753,5,"Forest Whitaker"
29161,17,"Donald Pleasence"
4543,3,"John Cleese"
11046,2,"Clint Eastwood"
11707,1,"Clint Eastwood"
6723,1,"Clint Eastwood"
13343,10,"Charles Lane"
16969,1,"Clint Eastwood"
16969,2,"Burt Reynolds"
16969,5,"Rip Torn"
11338,1,"Jeff Goldblum"
11338,5,"Dan Aykroyd"
28761,1,"Clint Eastwood"
41780,1002,"Forest Whitaker"
41780,1006,"Danny Glover"
26850,1,"Liam Neeson"
163549,2,"Ernest Borgnine"
47898,4,"Julianne Moore"
19171,1,"Joan Crawford"
19171,23,"Bess Flowers"
11364,21,"John Leguizamo"
55950,4,"Dennis Quaid"
55950,7,"M. Emmet Walsh"
43739,14,"Bess Flowers"
45203,6,"Laurence Fishburne"
25269,1,"Ray Liotta"
25269,3,"Forest Whitaker"
25269,7,"Keith David"
37943,2,"Gene Hackman"
